player_id,team_id,fumbles_lost,receiving_rec,receiving_yds,receiving_tds,rushing_att,rushing_yds,rushing_tds,start_time,day_of_week,week,season_year,home_team,away_team,home_score,away_score
4659,SEA,0,3,8,0,0,0,0,01:00:00,sunday,4,2009,IND,SEA,34,17
879,JAC,0,3,26,0,6,14,1,01:00:00,sunday,4,2009,JAC,TEN,37,17
2939,JAC,0,0,0,0,9,53,0,01:00:00,sunday,4,2009,JAC,TEN,37,17
2813,TEN,1,3,11,0,16,83,0,01:00:00,sunday,4,2009,JAC,TEN,37,17
4746,KC,0,0,0,0,1,3,0,01:00:00,sunday,4,2009,KC,NYG,16,27
662,KC,0,3,1,0,18,53,0,01:00:00,sunday,4,2009,KC,NYG,16,27
5253,KC,1,0,0,0,2,24,0,01:00:00,sunday,4,2009,KC,NYG,16,27
4751,NYG,0,1,-4,0,21,92,0,01:00:00,sunday,4,2009,KC,NYG,16,27
125,NYG,0,0,0,0,12,64,0,01:00:00,sunday,4,2009,KC,NYG,16,27
405,NE,0,1,17,0,7,6,0,01:00:00,sunday,4,2009,NE,BAL,27,21
1211,BAL,0,5,49,0,11,103,0,01:00:00,sunday,4,2009,NE,BAL,27,21
4078,BAL,0,1,13,1,5,11,0,01:00:00,sunday,4,2009,NE,BAL,27,21
802,WAS,0,0,0,0,25,98,0,01:00:00,sunday,4,2009,WAS,TB,16,13
4278,TB,0,4,22,0,16,77,0,01:00:00,sunday,4,2009,WAS,TB,16,13
4543,MIA,0,1,11,0,16,85,1,04:05:00,sunday,4,2009,MIA,BUF,38,10
746,MIA,0,0,0,0,20,115,2,04:05:00,sunday,4,2009,MIA,BUF,38,10
6484,BUF,0,5,43,0,8,4,0,04:05:00,sunday,4,2009,MIA,BUF,38,10
3694,BUF,0,3,26,0,9,42,0,04:05:00,sunday,4,2009,MIA,BUF,38,10
201,NO,1,3,7,0,6,37,0,04:05:00,sunday,4,2009,NO,NYJ,24,10
3982,NO,0,4,46,0,19,86,1,04:05:00,sunday,4,2009,NO,NYJ,24,10
5066,NYJ,0,0,0,0,13,48,1,04:05:00,sunday,4,2009,NO,NYJ,24,10
2392,NYJ,0,0,0,0,4,23,0,04:05:00,sunday,4,2009,NO,NYJ,24,10
671,NYJ,0,4,24,0,4,17,0,04:05:00,sunday,4,2009,NO,NYJ,24,10
4431,DEN,1,2,11,1,14,65,0,04:15:00,sunday,4,2009,DEN,DAL,17,10
37,DEN,0,5,55,0,6,37,0,04:15:00,sunday,4,2009,DEN,DAL,17,10
1162,DAL,0,2,27,0,11,41,1,04:15:00,sunday,4,2009,DEN,DAL,17,10
2203,DAL,0,5,47,0,14,33,0,04:15:00,sunday,4,2009,DEN,DAL,17,10
3550,STL,0,3,6,0,23,79,0,04:15:00,sunday,4,2009,SF,STL,35,0
2808,PIT,0,2,26,0,29,165,2,08:20:00,sunday,4,2009,PIT,SD,38,28
5498,SD,0,1,-1,0,7,15,0,08:20:00,sunday,4,2009,PIT,SD,38,28
5634,SD,0,1,16,0,0,0,0,08:20:00,sunday,4,2009,PIT,SD,38,28
2252,MIN,0,3,35,0,2,8,0,08:30:00,monday,4,2009,MIN,GB,30,23
6489,MIN,1,1,0,0,25,55,1,08:30:00,monday,4,2009,MIN,GB,30,23
4404,GB,0,4,50,0,11,51,0,08:30:00,monday,4,2009,MIN,GB,30,23
1211,BAL,0,7,74,1,14,69,0,01:00:00,sunday,5,2009,BAL,CIN,14,17
4078,BAL,0,1,4,0,1,-2,0,01:00:00,sunday,5,2009,BAL,CIN,14,17
738,CIN,0,2,16,0,27,120,1,01:00:00,sunday,5,2009,BAL,CIN,14,17
2785,CIN,0,3,30,0,1,1,0,01:00:00,sunday,5,2009,BAL,CIN,14,17
4966,CIN,0,0,0,0,1,3,0,01:00:00,sunday,5,2009,BAL,CIN,14,17
6484,BUF,0,6,56,0,17,69,0,01:00:00,sunday,5,2009,BUF,CLE,3,6
3694,BUF,0,2,17,0,13,30,0,01:00:00,sunday,5,2009,BUF,CLE,3,6
416,CLE,0,0,0,0,8,21,0,01:00:00,sunday,5,2009,BUF,CLE,3,6
5366,CLE,0,0,0,0,1,31,0,01:00:00,sunday,5,2009,BUF,CLE,3,6
6502,CAR,0,1,6,0,10,39,1,01:00:00,sunday,5,2009,CAR,WAS,20,17
4181,CAR,1,2,19,0,18,40,0,01:00:00,sunday,5,2009,CAR,WAS,20,17
802,WAS,0,2,17,1,19,57,1,01:00:00,sunday,5,2009,CAR,WAS,20,17
